Use existing (1) or new (0)Input sizes: Input number of particles (for first two species, of three): a to add k point, r to add all k points in a radius, f to finish :Input radius:a to add k point, r to add all k points in a radius, f to finish :constraints are:
0 	1
1 	0
Input random seed:Choose cooling schedule (z : keep T=0, t : Thermodynamic, e : Exponential)Input Cooling speed, intial temperature, stopping temperature, and T=0 number of sweepsTime=0	 Trials=100	 Acceptances=100 	T=100 	E=0.657603
Time=4	 Trials=16200100	 Acceptances=6184424 	T=0.00139367 	E=0.0100412
Time=4	 Trials=16250100	 Acceptances=6184833 	T=0.00138776 	E=0.00200083
Time=4	 Trials=16300100	 Acceptances=6185166 	T=0.00138408 	E=0.00696753
Time=4	 Trials=16350100	 Acceptances=6185594 	T=0.00137716 	E=0.00729355
Time=4	 Trials=16400100	 Acceptances=6186022 	T=0.00136591 	E=0.0118347
Time=4	 Trials=16450100	 Acceptances=6186415 	T=0.00135641 	E=0.00639953
Time=4	 Trials=16500100	 Acceptances=6186813 	T=0.0013442 	E=0.00672555
Time=4	 Trials=16550100	 Acceptances=6187129 	T=0.0013413 	E=0.00343905
Time=4	 Trials=16600100	 Acceptances=6187501 	T=0.00133294 	E=0.00303561
Time=4	 Trials=16650100	 Acceptances=6187831 	T=0.00133114 	E=0.00557402
Time=4	 Trials=16700100	 Acceptances=6188143 	T=0.0013215 	E=0.00696753
Time=4	 Trials=16750100	 Acceptances=6188500 	T=0.00130848 	E=0.00689363
Time=4	 Trials=16800100	 Acceptances=6188874 	T=0.00130202 	E=0.00278701
Time=4	 Trials=16850100	 Acceptances=6189256 	T=0.00129268 	E=0.00565806
Time=4	 Trials=16900100	 Acceptances=6189621 	T=0.0012839 	E=0.00509006
Time=4	 Trials=16950100	 Acceptances=6189991 	T=0.00128023 	E=0.00287105
Time=4	 Trials=17000100	 Acceptances=6190302 	T=0.00127157 	E=0.0046061
Time=4	 Trials=17050100	 Acceptances=6190695 	T=0.00126612 	E=0.00599961
Time=4	 Trials=17100100	 Acceptances=6191011 	T=0.0012574 	E=0.00594476
Time=4	 Trials=17150100	 Acceptances=6191330 	T=0.00125262 	E=0.00247113
Time=4	 Trials=17200100	 Acceptances=6191638 	T=0.0012462 	E=0.00474852
Time=4	 Trials=17250100	 Acceptances=6192000 	T=0.0012338 	E=0.00615755
Time=4	 Trials=17350100	 Acceptances=6192645 	T=0.00122641 	E=0.00201636
Time=4	 Trials=17450100	 Acceptances=6193216 	T=0.0012155 	E=0.0035678
Time=4	 Trials=17550100	 Acceptances=6193662 	T=0.00121316 	E=0.00487727
Time=4	 Trials=17650100	 Acceptances=6194303 	T=0.00120491 	E=0.00268392
Time=4	 Trials=17750100	 Acceptances=6194990 	T=0.00119151 	E=0.0021743
Time=4	 Trials=17850100	 Acceptances=6195512 	T=0.00118568 	E=0.0013196
Time=4	 Trials=17950100	 Acceptances=6196090 	T=0.00117438 	E=0.00680959
Time=4	 Trials=18050100	 Acceptances=6196533 	T=0.00116978 	E=0.000820114
Time=4	 Trials=18150100	 Acceptances=6197069 	T=0.00116733 	E=0.00386464
Time=4	 Trials=18250100	 Acceptances=6197599 	T=0.00115927 	E=0.00447735
Time=4	 Trials=18350100	 Acceptances=6198184 	T=0.00115776 	E=0.00252598
Time=4	 Trials=18450100	 Acceptances=6198748 	T=0.00115253 	E=0.005248
Time=4	 Trials=18550100	 Acceptances=6199302 	T=0.0011406 	E=0.0060288
Time=4	 Trials=18650100	 Acceptances=6199870 	T=0.00113015 	E=0.00319707
Time=4	 Trials=18750100	 Acceptances=6200385 	T=0.00111933 	E=0.00450654
Time=4	 Trials=18850100	 Acceptances=6200843 	T=0.00111706 	E=0.007709
Time=4	 Trials=18950100	 Acceptances=6201419 	T=0.00111214 	E=0.00201636
Time=4	 Trials=19050100	 Acceptances=6201935 	T=0.0011058 	E=0.00401718
Time=4	 Trials=19150100	 Acceptances=6202474 	T=0.00109595 	E=0.00747715
Time=4	 Trials=19250100	 Acceptances=6202942 	T=0.00108513 	E=0.00688349
Time=4	 Trials=19350100	 Acceptances=6203422 	T=0.00107583 	E=0.00418052
Time=4	 Trials=19450100	 Acceptances=6203890 	T=0.00106858 	E=0.00402258
Time=4	 Trials=19550100	 Acceptances=6204380 	T=0.00105919 	E=0.00725422
Time=4	 Trials=19650100	 Acceptances=6204870 	T=0.001053 	E=0.00447735
Time=4	 Trials=19750100	 Acceptances=6205416 	T=0.0010418 	E=0.00287105
Time=4	 Trials=19850100	 Acceptances=6205869 	T=0.00103199 	E=0.00522895
Time=4	 Trials=19950100	 Acceptances=6206461 	T=0.00102419 	E=0.00707723
Time=4	 Trials=20050100	 Acceptances=6206975 	T=0.00102011 	E=0.00160091
Time=4	 Trials=20150100	 Acceptances=6207359 	T=0.0010153 	E=0.00300994
Time=4	 Trials=20250100	 Acceptances=6207889 	T=0.00100641 	E=0.00575763
Time=4	 Trials=20350100	 Acceptances=6208280 	T=0.00100387 	E=0.00134879
Time=4	 Trials=20450100	 Acceptances=6208724 	T=0.00100314 	E=0.00471933
Time=4	 Trials=20550100	 Acceptances=6209161 	T=0.000994355 	E=0.00185842
Time=4	 Trials=20650100	 Acceptances=6209518 	T=0.000992166 	E=0.00238709
Time=4	 Trials=20750100	 Acceptances=6209946 	T=0.00097771 	E=0.00198717
Time=4	 Trials=20850100	 Acceptances=6210382 	T=0.000976459 	E=0.0021743
Time=4	 Trials=20950100	 Acceptances=6210706 	T=0.000974651 	E=0.0093153
Time=4	 Trials=21050100	 Acceptances=6211124 	T=0.000971507 	E=0.0035678
Time=4	 Trials=21150100	 Acceptances=6211400 	T=0.00096766 	E=0.0074962
Time=4	 Trials=21250100	 Acceptances=6211849 	T=0.000960768 	E=0.0060288
Time=4	 Trials=21350100	 Acceptances=6212173 	T=0.000957385 	E=0.00279715
Time=4	 Trials=21450100	 Acceptances=6212586 	T=0.000951493 	E=0.00557402
Time=4	 Trials=21550100	 Acceptances=6212882 	T=0.000949296 	E=0.00655747
Time=5	 Trials=21650100	 Acceptances=6213368 	T=0.00094704 	E=0.00651276
Time=5	 Trials=21750100	 Acceptances=6213705 	T=0.000942483 	E=0.00212958
Time=5	 Trials=21850100	 Acceptances=6214066 	T=0.000937407 	E=0.00440345
Time=5	 Trials=21950100	 Acceptances=6214544 	T=0.000930815 	E=0.00431941
Time=5	 Trials=22050100	 Acceptances=6214965 	T=0.000928606 	E=0.00444816
Time=5	 Trials=22150100	 Acceptances=6215283 	T=0.000921886 	E=0.0104513
Time=5	 Trials=22250100	 Acceptances=6215676 	T=0.000918889 	E=0.00544175
Time=5	 Trials=22350100	 Acceptances=6216000 	T=0.00091505 	E=0.00718032
Time=5	 Trials=22450100	 Acceptances=6216276 	T=0.000913726 	E=0.00380978
Time=5	 Trials=22550100	 Acceptances=6216614 	T=0.000912368 	E=0.00338068
Time=5	 Trials=22650100	 Acceptances=6216971 	T=0.000911345 	E=0.00110681
Time=5	 Trials=22750100	 Acceptances=6217164 	T=0.000909482 	E=0.00225834
Time=5	 Trials=22850100	 Acceptances=6217480 	T=0.000907783 	E=0.00455125
Time=5	 Trials=22950100	 Acceptances=6217878 	T=0.000901092 	E=0.00471933
Time=5	 Trials=23050100	 Acceptances=6218180 	T=0.00089832 	E=0.00308384
Time=5	 Trials=23150100	 Acceptances=6218530 	T=0.000896583 	E=0.00209026
Time=5	 Trials=23250100	 Acceptances=6218811 	T=0.000893826 	E=0.00415133
Time=5	 Trials=23350100	 Acceptances=6219084 	T=0.000892969 	E=0.0027423
Time=5	 Trials=23450100	 Acceptances=6219397 	T=0.00088826 	E=0.00262907
Time=5	 Trials=23550100	 Acceptances=6219758 	T=0.000886882 	E=0.00487727
Time=5	 Trials=23650100	 Acceptances=6220100 	T=0.000882715 	E=0.00426456
Time=5	 Trials=23750100	 Acceptances=6220428 	T=0.000880841 	E=0.00332582
Time=5	 Trials=23850100	 Acceptances=6220675 	T=0.000877521 	E=0.0024556
Time=5	 Trials=23950100	 Acceptances=6220949 	T=0.00087154 	E=0.0021743
Time=5	 Trials=24050100	 Acceptances=6221272 	T=0.000870157 	E=0.0021004
Time=5	 Trials=24150100	 Acceptances=6221486 	T=0.000869092 	E=0.00520329
Time=5	 Trials=24250100	 Acceptances=6221833 	T=0.000866088 	E=0.00380978
Time=5	 Trials=24350100	 Acceptances=6222306 	T=0.000862135 	E=0.00362266
Time=5	 Trials=24450100	 Acceptances=6222572 	T=0.000860021 	E=0.0028108
Time=5	 Trials=24550100	 Acceptances=6222961 	T=0.000855745 	E=0.00507453
Time=5	 Trials=24650100	 Acceptances=6223195 	T=0.000855139 	E=0.00573196
Time=5	 Trials=24750100	 Acceptances=6223535 	T=0.000852234 	E=0.00201636
Time=5	 Trials=24850100	 Acceptances=6223745 	T=0.000849734 	E=0.00339433
Time=5	 Trials=24950100	 Acceptances=6223844 	T=0.000845692 	E=0.00143283
Time=5	 Trials=25050100	 Acceptances=6224061 	T=0.000843675 	E=0.0021743
Time=5	 Trials=25150100	 Acceptances=6224326 	T=0.000836588 	E=0.00238709
Time=5	 Trials=25250100	 Acceptances=6224597 	T=0.000832197 	E=0.00239723
Time=5	 Trials=25350100	 Acceptances=6224812 	T=0.000830569 	E=0.00279715
Time=5	 Trials=25450100	 Acceptances=6225091 	T=0.00082866 	E=0.00139351
Time=5	 Trials=25550100	 Acceptances=6225315 	T=0.00082513 	E=0.00450654
Time=5	 Trials=25650100	 Acceptances=6225619 	T=0.000818421 	E=0.00362266
Time=5	 Trials=25750100	 Acceptances=6225858 	T=0.000817496 	E=0.000974535
Time=5	 Trials=25850100	 Acceptances=6226143 	T=0.000814744 	E=0.0027423
Time=5	 Trials=25950100	 Acceptances=6226452 	T=0.000812522 	E=0.00795098
Time=5	 Trials=26050100	 Acceptances=6226867 	T=0.000810932 	E=0.00170047
Time=5	 Trials=26150100	 Acceptances=6227132 	T=0.000810254 	E=0.00335501
Time=5	 Trials=26250100	 Acceptances=6227393 	T=0.000809102 	E=0.00316788
Time=5	 Trials=26350100	 Acceptances=6227590 	T=0.000804938 	E=0.00456139
Time=5	 Trials=26450100	 Acceptances=6227899 	T=0.000800548 	E=0.00381992
Time=5	 Trials=26550100	 Acceptances=6228183 	T=0.000797868 	E=0.00234237
Time=5	 Trials=26650100	 Acceptances=6228375 	T=0.000796206 	E=0.00241628
Time=5	 Trials=26750100	 Acceptances=6228518 	T=0.000795396 	E=0.00569738
Time=5	 Trials=26850100	 Acceptances=6228834 	T=0.00079111 	E=0.0021004
Time=5	 Trials=26950100	 Acceptances=6229054 	T=0.000785654 	E=0.00353862
Time=6	 Trials=27050100	 Acceptances=6229365 	T=0.000783986 	E=0.00402258
Time=6	 Trials=27150100	 Acceptances=6229678 	T=0.000779907 	E=0.00463529
Time=6	 Trials=27250100	 Acceptances=6229877 	T=0.000779083 	E=0.00141378
Time=6	 Trials=27350100	 Acceptances=6230191 	T=0.000775429 	E=0.0068543
Time=6	 Trials=27450100	 Acceptances=6230518 	T=0.000774203 	E=0.00319707
Time=6	 Trials=27550100	 Acceptances=6230747 	T=0.000772998 	E=0.00225834
Time=6	 Trials=27650100	 Acceptances=6231000 	T=0.00076784 	E=0.00177438
Time=6	 Trials=27750100	 Acceptances=6231095 	T=0.000765345 	E=0.00559969
Time=6	 Trials=27850100	 Acceptances=6231372 	T=0.0007628 	E=0.00201636
Time=6	 Trials=27950100	 Acceptances=6231621 	T=0.000759041 	E=0.00352309
Time=6	 Trials=28050100	 Acceptances=6231853 	T=0.000755165 	E=0.0021743
Time=6	 Trials=28150100	 Acceptances=6232052 	T=0.000754469 	E=0.005248
Time=6	 Trials=28250100	 Acceptances=6232264 	T=0.000752048 	E=0.00415133
Time=6	 Trials=28350100	 Acceptances=6232515 	T=0.000750784 	E=0.00629644
Time=6	 Trials=28450100	 Acceptances=6232874 	T=0.000749516 	E=0.0029497
Time=6	 Trials=28550100	 Acceptances=6233110 	T=0.000745593 	E=0.00218443
Time=6	 Trials=28650100	 Acceptances=6233401 	T=0.000742936 	E=0.00338068
Time=6	 Trials=28750100	 Acceptances=6233690 	T=0.000740155 	E=0.00415133
Time=6	 Trials=28850100	 Acceptances=6233904 	T=0.000738575 	E=0.005248
Time=6	 Trials=28950100	 Acceptances=6234108 	T=0.00073545 	E=0.00554484
Time=6	 Trials=29050100	 Acceptances=6234301 	T=0.000731462 	E=0.00435873
Time=6	 Trials=29150100	 Acceptances=6234549 	T=0.000728003 	E=0.00324178
Time=6	 Trials=29250100	 Acceptances=6234862 	T=0.000725345 	E=0.00278701
Time=6	 Trials=29350100	 Acceptances=6235104 	T=0.000722869 	E=0.00254503
Time=6	 Trials=29450100	 Acceptances=6235280 	T=0.000721536 	E=0.00287105
Time=6	 Trials=29550100	 Acceptances=6235308 	T=0.000717499 	E=0.00086483
Time=6	 Trials=29650100	 Acceptances=6235339 	T=0.000709429 	E=0.0013196
Time=6	 Trials=29750100	 Acceptances=6235421 	T=0.000707605 	E=0.00193232
Time=6	 Trials=29850100	 Acceptances=6235536 	T=0.0007036 	E=0.00127489
Time=6	 Trials=29950100	 Acceptances=6235661 	T=0.000700674 	E=0.00295509
Time=6	 Trials=30050100	 Acceptances=6235785 	T=0.000697461 	E=0.00268392
Time=6	 Trials=30150100	 Acceptances=6235933 	T=0.000694986 	E=0.00171952
Time=6	 Trials=30250100	 Acceptances=6236119 	T=0.000693231 	E=0.00254503
Time=6	 Trials=30350100	 Acceptances=6236266 	T=0.000690852 	E=0.00361252
Time=6	 Trials=30450100	 Acceptances=6236412 	T=0.000688097 	E=0.00102277
Time=6	 Trials=30550100	 Acceptances=6236488 	T=0.000685318 	E=0.00107762
Time=6	 Trials=30650100	 Acceptances=6236611 	T=0.000684151 	E=0.00193232
Time=6	 Trials=30750100	 Acceptances=6236811 	T=0.000681262 	E=0.00214511
Time=6	 Trials=30850100	 Acceptances=6236973 	T=0.000680366 	E=0.000993585
Time=6	 Trials=30950100	 Acceptances=6237078 	T=0.000674928 	E=0.00275783
Time=6	 Trials=31050100	 Acceptances=6237106 	T=0.000669344 	E=0.00144836
Time=6	 Trials=31150100	 Acceptances=6237138 	T=0.000665989 	E=0.00455125
Time=6	 Trials=31250100	 Acceptances=6237268 	T=0.000664992 	E=0.00319355
Time=6	 Trials=31350100	 Acceptances=6237350 	T=0.000664638 	E=0.00102939
Time=6	 Trials=31450100	 Acceptances=6237463 	T=0.000664071 	E=0.00207121
Time=6	 Trials=31550100	 Acceptances=6237632 	T=0.000661704 	E=0.00389382
Time=6	 Trials=31650100	 Acceptances=6237890 	T=0.000658746 	E=0.00343905
Time=6	 Trials=31750100	 Acceptances=6238012 	T=0.000657769 	E=0.00498698
Time=6	 Trials=31850100	 Acceptances=6238224 	T=0.000655798 	E=0.0044225
Time=6	 Trials=31950100	 Acceptances=6238352 	T=0.000652666 	E=0.00439331
Time=6	 Trials=32050100	 Acceptances=6238500 	T=0.000650319 	E=0.00393854
Time=6	 Trials=32150100	 Acceptances=6238680 	T=0.000644565 	E=0.00224281
Time=6	 Trials=32250100	 Acceptances=6238799 	T=0.000643355 	E=0.00669636
Time=6	 Trials=32350100	 Acceptances=6238989 	T=0.000641849 	E=0.00197164
Time=6	 Trials=32450100	 Acceptances=6239133 	T=0.000639645 	E=0.00340986
Time=7	 Trials=32550100	 Acceptances=6239244 	T=0.000636866 	E=0.00140364
Time=7	 Trials=32650100	 Acceptances=6239422 	T=0.000633858 	E=0.00222915
Time=7	 Trials=32750100	 Acceptances=6239526 	T=0.000631266 	E=0.00207121
Time=7	 Trials=32850100	 Acceptances=6239641 	T=0.000630254 	E=0.00447735
Time=7	 Trials=32950100	 Acceptances=6239785 	T=0.000629394 	E=0.00147215
Time=7	 Trials=33050100	 Acceptances=6239950 	T=0.000628052 	E=0.00193232
Time=7	 Trials=33150100	 Acceptances=6240073 	T=0.000626402 	E=0.0027423
Time=7	 Trials=33250100	 Acceptances=6240213 	T=0.000625315 	E=0.00169034
Time=7	 Trials=33350100	 Acceptances=6240332 	T=0.000620896 	E=0.00302899
Time=7	 Trials=33450100	 Acceptances=6240406 	T=0.000618628 	E=0.0015324
Time=7	 Trials=33550100	 Acceptances=6240525 	T=0.000618386 	E=0.000494096
Time=7	 Trials=33650100	 Acceptances=6240554 	T=0.000616006 	E=0.00287105
Time=7	 Trials=33750100	 Acceptances=6240699 	T=0.000614225 	E=0.00209026
Time=7	 Trials=33850100	 Acceptances=6240831 	T=0.000612937 	E=0.00143283
Time=7	 Trials=33950100	 Acceptances=6240880 	T=0.000612502 	E=0.00241628
Time=7	 Trials=34050100	 Acceptances=6241074 	T=0.0006102 	E=0.00201636
Time=7	 Trials=34150100	 Acceptances=6241169 	T=0.000607094 	E=0.00262907
Time=7	 Trials=34250100	 Acceptances=6241310 	T=0.000605721 	E=0.00282633
Time=7	 Trials=34350100	 Acceptances=6241492 	T=0.00060019 	E=0.00343905
Time=7	 Trials=34450100	 Acceptances=6241652 	T=0.000599849 	E=0.00225834
Time=7	 Trials=34550100	 Acceptances=6241820 	T=0.000596231 	E=0.00338068
Time=7	 Trials=34650100	 Acceptances=6241967 	T=0.000592487 	E=0.00198717
Time=7	 Trials=34750100	 Acceptances=6242025 	T=0.000588973 	E=0.00198717
Time=7	 Trials=34850100	 Acceptances=6242100 	T=0.000582603 	E=0.00316788
Time=7	 Trials=34950100	 Acceptances=6242242 	T=0.000580466 	E=0.0021743
Time=7	 Trials=35050100	 Acceptances=6242304 	T=0.000578304 	E=0.00107762
Time=7	 Trials=35150100	 Acceptances=6242328 	T=0.000574263 	E=0.00222915
Time=7	 Trials=35250100	 Acceptances=6242423 	T=0.00057293 	E=0.000820114
Time=7	 Trials=35350100	 Acceptances=6242482 	T=0.000569928 	E=0.00225834
Time=7	 Trials=35450100	 Acceptances=6242599 	T=0.00056564 	E=0.00177438
Time=7	 Trials=35550100	 Acceptances=6242639 	T=0.000564064 	E=0.00119085
Time=7	 Trials=35650100	 Acceptances=6242659 	T=0.000559157 	E=0.00119085
Time=7	 Trials=35750100	 Acceptances=6242702 	T=0.000558516 	E=0.00328111
Time=7	 Trials=35850100	 Acceptances=6242720 	T=0.000554611 	E=0.00208487
Time=7	 Trials=35950100	 Acceptances=6242759 	T=0.000553174 	E=0.0021743
Time=7	 Trials=36050100	 Acceptances=6242881 	T=0.000550209 	E=0.00319707
Time=7	 Trials=36150100	 Acceptances=6242969 	T=0.000548786 	E=0.00193232
Time=7	 Trials=36250100	 Acceptances=6243030 	T=0.000548434 	E=0.00086483
Time=7	 Trials=36350100	 Acceptances=6243035 	T=0.000546754 	E=0.000494096
Time=7	 Trials=36750100	 Acceptances=6243050 	T=0.000545238 	E=0.000978055
Time=7	 Trials=36850100	 Acceptances=6243100 	T=0.000544814 	E=0.00193232
Time=7	 Trials=36950100	 Acceptances=6243130 	T=0.000541583 	E=0.00119085
Time=7	 Trials=37050100	 Acceptances=6243142 	T=0.000503325 	E=0.00110681
Time=7	 Trials=37150100	 Acceptances=6243236 	T=0.000502032 	E=0.00201636
Time=7	 Trials=37250100	 Acceptances=6243326 	T=0.000500484 	E=0.00156158
Time=7	 Trials=37350100	 Acceptances=6243388 	T=0.00049486 	E=0.00225834
Time=7	 Trials=37450100	 Acceptances=6243418 	T=0.000493892 	E=0.00110681
Time=7	 Trials=37550100	 Acceptances=6243493 	T=0.0004933 	E=0.00193232
Time=7	 Trials=37650100	 Acceptances=6243571 	T=0.000492691 	E=0.00193232
Time=7	 Trials=37750100	 Acceptances=6243618 	T=0.000491246 	E=0.00222915
Time=7	 Trials=37850100	 Acceptances=6243667 	T=0.000490372 	E=0.00147754
Time=7	 Trials=37950100	 Acceptances=6243742 	T=0.000488951 	E=0.00147754
Time=7	 Trials=38050100	 Acceptances=6243760 	T=0.000483851 	E=0.00193232
Time=7	 Trials=38150100	 Acceptances=6243808 	T=0.000481085 	E=0.00193232
Time=8	 Trials=38250100	 Acceptances=6243866 	T=0.000479504 	E=0.00241628
Time=8	 Trials=38350100	 Acceptances=6243952 	T=0.000479052 	E=0.00175885
Time=8	 Trials=38450100	 Acceptances=6243977 	T=0.000476426 	E=0.000948869
Time=8	 Trials=38650100	 Acceptances=6243993 	T=0.000474857 	E=0.00107762
Time=8	 Trials=38750100	 Acceptances=6244004 	T=0.000471821 	E=0.00107762
Time=8	 Trials=38850100	 Acceptances=6244010 	T=0.000435713 	E=0.00107762
Time=8	 Trials=38950100	 Acceptances=6244039 	T=0.000435184 	E=0.000706889
Time=8	 Trials=39150100	 Acceptances=6244042 	T=0.000434032 	E=0.00148768
Time=8	 Trials=39250100	 Acceptances=6244050 	T=0.000432892 	E=0.00116166
Time=8	 Trials=39350100	 Acceptances=6244059 	T=0.000430896 	E=0.0015324
Time=8	 Trials=39450100	 Acceptances=6244157 	T=0.000429894 	E=0.00214511
Time=8	 Trials=39550100	 Acceptances=6244205 	T=0.00042927 	E=0.0015324
Time=8	 Trials=39650100	 Acceptances=6244207 	T=0.000388419 	E=0.0015324
Time=8	 Trials=39850100	 Acceptances=6244211 	T=0.000387917 	E=0.00198717
Time=8	 Trials=39900100	 Acceptances=6244213 	T=0.000387459 	E=0.0015324
Time=8	 Trials=39950100	 Acceptances=6244215 	T=0.000350588 	E=0.0015324
Time=8	 Trials=40050100	 Acceptances=6244217 	T=0.000345418 	E=0.0015324
Time=8	 Trials=40200100	 Acceptances=6244224 	T=0.0003449 	E=0.00198717
Time=8	 Trials=40250100	 Acceptances=6244231 	T=0.000344506 	E=0.0015324
Time=8	 Trials=40400100	 Acceptances=6244246 	T=0.000344157 	E=0.0015324
Time=8	 Trials=40500100	 Acceptances=6244249 	T=0.000323268 	E=0.0015324
Time=8	 Trials=41000100	 Acceptances=6244251 	T=0.000320052 	E=0.0015324
Time=8	 Trials=41300100	 Acceptances=6244253 	T=0.000289595 	E=0.0015324
Time=8	 Trials=41650100	 Acceptances=6244255 	T=0.000264572 	E=0.0015324
Time=8	 Trials=41850100	 Acceptances=6244257 	T=0.00026437 	E=0.00198717
Time=8	 Trials=41900100	 Acceptances=6244259 	T=0.000264114 	E=0.0015324
Time=8	 Trials=42050100	 Acceptances=6244261 	T=0.000255927 	E=0.0015324
Time=8	 Trials=43100100	 Acceptances=6244263 	T=0.000253381 	E=0.0015324
Time=8	 Trials=43400100	 Acceptances=6244266 	T=0.000239185 	E=0.0015324
Time=8	 Trials=43700100	 Acceptances=6244268 	T=0.000234682 	E=0.0015324
Time=10	 Trials=51100100	 Acceptances=6244384 	T=0.000226064 	E=0.00247113
Time=10	 Trials=51200100	 Acceptances=6244401 	T=0.000225747 	E=0.0015324
Time=10	 Trials=52100100	 Acceptances=6244405 	T=0.000204265 	E=0.0015324
Time=11	 Trials=55600100	 Acceptances=6244407 	T=0.000198895 	E=0.0015324
Time=12	 Trials=61460000	 Acceptances=6244407 	T=0 	E=0.0015324
E=0.0015324, config is:
++o---o-oo++o--++--o-+oo+o-o++-o-+-o-+-o++-+ooo-o++-+o-+-oo-o+----+-o+o++o++oo+-oin here

